Lot Number,Current Bid,Name,Brand,Model,UPC,Condition,Functionality,Damage?,Missing Items?,Damage Description,Missing Item Description,Notes,Grand Average Price,Average Shipping Price,Recommended Highest Bid Amount,Current Profit Margin,Flagged
368,$5.00,"23"" Calming Dog Bed,Anti Anxiety Donut Dog Bed,Plush Round Pet Beds for Small Dogs,Fluffy Faux Fur Cat Bed,Washable Cuddler Dog Bed(Brown,Small)",PuppyPalace,,,New,Yes,No,No,,,,,,,,No
369,$0.00,"ELEGRP 3 in 1 Charging Station, Wireless Charger for iPhone 15/14/13/12/11 Pro and Apple Watch, Stand Charger for AirPods 3/2/1/Pro, Charging Cable is Removable and Replaceable, LED, FCC, Qi (White)",,BTSWC-CAB-WH,,New,Yes,No,No,,,,,,,,No
370,$5.00,"EKDJKK Handpan Stand, Tongue Drum Bracket, Solid Wood Adjustable Tripod Structure Holder, Extendable Snare Bracket for 12 to 22 Inch Percussion Instruments",,1,,New,Yes,No,No,,,,,,,,No
371,$9.00,"AprilAire 210 Replacement Filter for AprilAire Whole House Air Purifiers - MERV 11, Clean Air & Dust, 20x25x4 Air Filter (Pack of 2)",,210 A2,686720210020,New,Yes,No,No,,,,,,,,No
372,$22.00,"Foot Nerve Muscle Stimulator, TENS EMS Foot Massager for Neuropathy, Feet Legs Circulation Machine for Pain Relief, FSA or HSA Eligible, Silver",,,,New,Yes,No,No,,,,,,,,No
373,$0.00,ANHUIB Framed Black And Brown Wall Art Large Minimalist Modern Painting Boho Abstract Neutral Line Wall Decor for Living Room Bedroom Office 16X 24 inch Set of 3,,,,New,Yes,No,No,,,,,,,,No
374,$5.00,"Tempur-Pedic TEMPUR-Cloud Pillow for Sleeping, Standard, White",Tempur-Pedic,Cloud,,New,Yes,No,No,,,,,,,,No
375,$5.00,"Aerostar 18x20x1 MERV 13 Pleated Air Filter, AC Furnace Air Filter, 6-Pack (Actual Size: 17 3/4"" x 19 3/4"" x 3/4"")",,18x20x1 MERV 13,,New,Yes,No,No,,,,,,,,No
376,$10.00,Victorinox Altmont Professional Essential Laptop Backpack - Black,Victorinox,,7613329045152,New,Yes,No,No,,,,,,,,No
377,$0.00,"Laptop Desk for Bed, SAIJI Lap Desks Bed Trays for Eating Writing, Adjustable Computer Laptop Stand, Foldable Lap Table in Sofa and Couch (23.6 x 13,Black)",SAIJI,SGA6LQ,,New,Yes,No,No,,,,,,,,No
378,$5.00,"Rolling Duffle Bag with Wheels,Expandable Foldable Duffle Bag,Detachable Rolling Wheels,Rolling Luggage Bag Carry on Duffel Bag,Wheeled Travel Duffle Bag,Gift for Wife and Parents",,LXBWXL,,New,Yes,No,No,,,,,,,,No
379,$5.00,"Womens Luxury Vegan Leather Pants, Comfortable Biker Style Leggings, Super Soft High Waist, Tummy Control",,30V-1122QR,744199578055,New,Yes,No,No,,,,,,,,No
380,$0.00,"Retrospec Solana Yoga Mat 1"" Thick With Nylon Carry Strap for Men & Women - Non Slip Exercise Mat for Home Yoga, Pilates, Stretching, Floor & Fitness Workouts",Retrospec,Solana 1 inch Yoga Mat,840216300705,New,Yes,No,No,,,,,,,,No
381,$22.00,"MACKENZIE-CHILDS Bunny Figure, Spring and Easter Rabbit Decor, Calico Bunny with Wheelbarrow",,35514-2222,840115699566,New,Yes,No,No,,,,,,,,No
382,$12.00,"Crestlive Products 2PCS Chaise Lounge Chair Outdoor with 1PC Side Table, Aluminum Folding Patio Recliner Chair, Adjustable 8 Positions Assemble-Free",,CL-LG001CL-LGY,,New,Yes,No,No,,,,,,,,No
383,$12.00,"HALO BassiNest Luxe Swivel Sleeper - Over-Bed Baby Bassinet with 360 Rotation, Vibrations, White Noise, Nightlight, and Safe Close-Sleeping Design, Dove Grey Tweed",HALO,4446,,New,Yes,No,No,,,,,,,,No
384,$26.00,"MACKENZIE-CHILDS Enamel Whistling Tea Kettle, Decorative Teapot for Stovetop, Gray-and-White Sterling Check",MACKENZIE-CHILDS,89275-540,840115698569,New,Yes,No,No,,,,,,,,No
386,$0.00,"220lbs Roof Rack Cross Bars Compatible with Chevy Chevrolet Equinox GMC Terrain 2018 2019 2020 2021 2022 2023 2024, Heavy Duty Aluminum Roof Rails Crossbars Luggage Cargo Carrier Car",KINGGERI,KGR18,,New,Yes,No,No,,,,,,,,No
387,$0.00,"316075103 316075104 Oven Baking Element Compatible with Frigidaire Range, Replacement 09990062 316282600 316075100 316075102 3203534 F83-455 (316075103)",,316075103,,New,Yes,No,No,,,,,,,,No
388,$0.00,"Foldable Laptop Bed Tray Desk, Adjustable Laptop Bed Table with Heights and Angles, Upgraded-Sturdy Laptop Lap Desk for Bed/Sofa/Couch/Floor, Lap Tablet Desk with 2 Drawers (Grey)",KLEAR,F8L,,New,Yes,No,No,,,,,,,,No
389,$5.00,AmazonCommercial 2-Ply White Ultra Plus Individually Wrapped Toilet Paper/Bath Tissue (416975)|Bulk | Septic Safe | FSC Certified | 400 Sheets per Roll (80 Rolls)(4.1 x 3.5 Sheet),,416975,,New,Yes,No,No,,,,,,,,No
390,$6.00,"Brawny Tear-A-Square Paper Towels, 12 Family Rolls = 30 Regular Rolls, 2X More Durable*, 3 Sheet Sizes, Strong and absorbent extra-large roll",,44561,,New,Yes,No,No,,,,,,,,No
391,$9.00,"Scott Rapid-Dissolving Toilet Paper, 48 Double Rolls (6 Packs of 8), Sustainable, Septic-Safe, Toilet Paper",Scott,10054000497756,,New,Yes,No,No,,,,,,,,No
392,$8.00,"Inspire HEAVY DUTY 6Mil ORIGINAL Quality Stretch Nitrile Black Gloves Disposable Latex Free |Medical, Food, Mechanic Tattoo",,Ultra Thick 6 Mil,,New,Yes,No,No,,,,,,,,No
393,$11.00,Pampers Sensitive Baby Wipes (Case of 12 Packs),Pampers,,030772073261,New,Yes,No,No,,,,,,,,No
394,$11.00,Huggies Natural Care Sensitive Unscented Baby Wipes - 768ct,,,036000510799,New,Yes,No,No,,,,,,,,No
395,$0.00,"QEEIG Floating Shelves Wall Shelf 24 inches Long Farmhouse Bathroom Decor Bedroom Kitchen Living Room Wall Mounted 24 x 9 inch Set of 2, Rustic Brown (008-60BN)",QEEIG,mounted-bathroom-shelves,,New,Yes,No,No,,,,,,,,No
396,$0.00,"Modern LED Wall Sconce, 39"" 2-Light Matte Black Wall Light Fixture for Living Room, Bathroom, Hallway, 3000K/4000K/5000K with Memory Function",Likelgn,3310DM,,New,Yes,No,No,,,,,,,,No
397,$5.00,Ovente Bagless Canister Cyclonic Vacuum with Hepa Filter - Black,OVENTE,,814667020208,New,Yes,No,No,,,,,,,,No
398,$5.00,"Wall Clock Decor Crushed Diamond Mirror Bathroom Clocks Wall Crystal Decorations for Home, Living Room(Golden-Round 35CM(A))",CUYOU,WY-11(35GRA),,New,Yes,No,No,,,,,,,,No
399,$6.00,"Amazon Elements Baby Wipes, Unscented, 810 Count, Flip-Top Packs",,6325577421,,New,Yes,No,No,,,,,,,,No
400,$0.00,"SKTU for 2025 Hyundai Tucson Screen Protector 12.3 Inch for 2025 Hyundai Tucson/ 2025 Hyundai Santa Cruz 12.3 Inch Navigation Screen Hyundai Tucson 2025 Accessories High Clarity, Anti-Scratch (2Pcs)",,2025+ Tucson / Santa Cruz 12.3 Inch,,New,Yes,No,No,,,,,,,,No
401,$17.00,"Low Profile Ceiling Fan with Light and Remote Bladeless Bedroom Fan Light, 20 in Small Flush Mount Dimmable Modern Enclosed Ceiling Fans for Small Room - White",Hisummer,ceiling fan,,New,Yes,No,No,,,,,,,,No
402,$10.00,"Mulberry Lane Co. Handmade Black Vase - 9.5' Tall, Black Ceramic Vase, Antique Decor with 3 Ear Design, Wide Mouth, Non-Slip Bottom, Matte Finish for Home Decor, jarrones decorativos para sala",Mulberry Lane Co.,,,New,Yes,No,No,,,,,,,,No
403,$7.00,"Amazon Elements Baby Wipes, Unscented, 810 Count, Flip-Top Packs",,6325577421,,New,Yes,No,No,,,,,,,,No
404,$0.00,Crane Adorable 1 Gallon Ultrasonic Cool Mist Humidifier,Crane,,854689001052,New,Yes,No,No,,,,,,,,No
405,$6.00,"Juicer Machines, Whole Slow Juicer Extractor Orange Citrus Juicer Machine,350W Centrifugal Juicer Extractor with Wide Mouth 3.15 Feed Chute",,,,Excellent,Yes,No,No,,,Tested and it works,,,,,No
406,$0.00,Motorcycle Tall Windscreen Windshield Screen Shield Wind Deflector Compatible with B.M.W R1200GS LC R 1200GS ADV 2014-2018 R1250GS R 1250GS Adventure 2018-2023 (Clear),XX eCommerce,Does not apply,,New,Yes,No,No,,,,,,,,No
407,$0.00,"HealthSmart Enhanced Comfort 5"" Raised (Round) Toilet Seat Riser 5 Slip Resistant Pads FSA/HSA Eligible Toilet Seat Risers for Seniors Padded Toilet Seat Elevation 15.7 x 15.2 x 6.1",,522-1508-1901,041298991496,New,Yes,No,No,,,,,,,,No
408,$0.00,Drawer Hardware 15-inch(Regular Size 14.7in Hydraulic Soft Self Close Drawer Slides Full Extension Ball Bearing Drawer Runners 20 Folds 1Pair,,ty-2255,,New,Yes,No,No,,,,,,,,No
409,$0.00,"Rubbermaid Commercial Wastebasket Trash Container, 41QT/10.25 GAL, Plastic, Black, Stackable Trash Can for Bedroom/Bathroom/Office, Fits Under Desk/Sink/Cabinet",,FG295700BLA,,New,Yes,No,No,,,,,,,,No
410,$5.00,"Large Acacia Serving Board with Handles, 36 x 12 Inch Rectangular Charcuterie Platter, Natural Wood Server for Meat, Cheese Board, and Party Appetizers, Extra Long 3ft",Home Beets,Board36,850034824147,New,Yes,No,No,,,,,,,,No
411,$5.00,"PETAC GEAR Tactical Weights Plates For Weighted Vest For Men Workout,5/10/15/20 LBS Weight Strength Training Vests Equipment Workout Gear",PETAC GEAR,,,New,Yes,No,No,,,,,,,,No
412,$6.00,"Amazon Elements Baby Wipes, Unscented, 810 Count, Flip-Top Packs",,6325577421,,New,Yes,No,No,,,,,,,,No
413,$6.00,"Amazon Elements Baby Wipes, Unscented, 810 Count, Flip-Top Packs",,6325577421,,New,Yes,No,No,,,,,,,,No
414,$6.00,"Scott Professional 100% Recycled Fiber Standard Roll Bulk Toilet Paper (13217), 2-Ply, Elevated Design, White, Individually Wrapped (80 Rolls of 473 Sheets, 37,840 Sheet Total)",,13217,,New,Yes,No,No,,,,,,,,No
415,$0.00,"Amazon Brand - Mama Bear Gentle Touch Diapers, Hypoallergenic, Size 5, 132 Count (4 packs of 33), White",,,,New,Yes,No,No,,,,,,,,No
416,$5.00,"Nama Standing Mat Anti-Fatigue Cushioned Kitchen Mats for Floor | Ergonomic Bounce-Back Foam Kitchen Mats | Anti-Fatigue Mats for Kitchen & Standing | Fawn Brown | 22"" x 54""",House of Noa,Fawn,810079793136,Open Box - Not Tested,Yes,No,No,,,,,,,,No
417,$0.00,"Business Source 53366 Paper Clips, Jumbo, Nonskid, 1000/PK, Silver",Business Source,BSN53366,,New,Yes,No,No,,,,,,,,No
418,$5.00,"Seventh Generation Disinfecting Multi-Surface Wipes, Lemongrass Citrus, 70 Count, Pack of 3 (Packaging May Vary)",,SG-068,,New,Yes,No,No,,,,,,,,No
419,$0.00,44500-TA0-A00 CV Intermediate Shaft Compatible with Honda Crosstour Accord Acura TSX AT 2.4L 2004-2015 Replace 44500TA0A00,Magimaker,"44500-TA0-A00,44500TA0A00",,New,Yes,No,No,,,,,,,,No
420,$5.00,"TotCraft Toddler Bed Rails Guard Universal Baby & Children Bed Rail for Box Spring &slats Kids Bed Rail for Toddlers for, Twin, Double, Full Size Queen & King Bed - Black (35.5L19.5H) in",TotCraft,,,New,Yes,No,No,,,,,,,,No
421,$0.00,Upeasy Seat Assist Plus,Carex Health Brands,UPE3,627394995332,New,Yes,No,No,,,,,,,,No
422,$0.00,"Stainless Steel Shower Niche 36"" X 12"" Matte Black No Tile Needed Recessed Shower Shelf Wall Niche for Bathroom Storage Over Mount Installation",Bernkot,Stainless Shower Niche,,New,Yes,No,No,,,,,,,,No
423,$5.00,"Hamilton Beach Electric Stand Mixer, 4 Quarts, Dough Hook, Flat Beater Attachments, Splash Guard 7 Speeds with Whisk, Black",Hamilton Beach,Hamilton Beach Electric Stand,040094633906,New,Yes,No,No,,,,,,,,No
424,$6.00,Scented Toilet Paper Roll,,,AI_3822348,New,Yes,No,No,,,,,,,,No
425,$5.00,"VIP Bottle Service Sign, LED Letter Bottle Presenter, Color Display Lights with 4 Sets Letters & 1 Numbers Kit, Hand Holding Light Box Sign for Party, Bar & Night Club (vip)",,LED Letter Bottle Presenter 001,,New,Yes,No,No,,,,,,,,No
426,$0.00,"Handicrafts Home 11x17 Photo Picture Frames Handmade Art Wall Hanging Nursery Guest Living Room Wall Decor Gifts, Chevron Brown",Handicrafts Home,5056118437905,,New,Yes,No,No,,,,,,,,No
427,$8.00,"Scott Professional 100% Recycled Fiber Standard Roll Bulk Toilet Paper (13217), 2-Ply, Elevated Design, White, Individually Wrapped (80 Rolls of 473 Sheets, 37,840 Sheet Total)",,13217,,New,Yes,No,No,,,,,,,,No
428,$0.00,"12 Pack Badminton Rackets Set Including Rackets, Nylon Shuttlecocks and Carry Bag for Outdoor Backyard Games Beginners",Chitidr,,,New,Yes,No,No,,,,,,,,No
429,$0.00,"AquaSense Portable Raised Toilet Seat, White, 4""",AquaSense,,754021210435,New,Yes,No,No,,,,,,,,No
430,$0.00,"Medline Medical Exam White Crepe Table Paper, Standard, 20"" x 125', High-Quality and Durable for Healthcare Needs, Case of 12 Rolls",,NON23321,,New,Yes,No,No,,,,,,,,No
431,$0.00,AMOAMI-Area Rug 6X9 Rugs for Living Room-Vintage Soft Pink Rugs for Bedroom-Non Slip Carpet-Machine Washable Rug for Dining Room Living Room Bedroom Office Under Table,AMOAMI,AREA RUG-6X9-MOONLIGHT-PINK-NEW,,New,Yes,No,No,,,,,,,,No
432,$5.00,BestOffice Office Chair Ergonomic Cheap Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain (Black),BestOffice,Ergonomic Cheap Desk Chair,848837005412,Open Box - Not Tested,Unable to Test,No,No,,,,,,,,No
433,$5.00,"Snackle Box Container Divided Serving Tray with Lid and Handle Snack Tray Organizer 8 Compartment Portable Snack Platters Clear Travel Charcuterie Container for Nuts, Candy, Fruits, Snacks",Deritec,Divided Serving Tray,,New,Yes,No,No,,,,,,,,No
434,$0.00,"Business Source 53366 Paper Clips, Jumbo, Nonskid, 1000/PK, Silver",Business Source,BSN53366,,New,Yes,No,No,,,,,,,,No
435,$0.00,"Snackle Box Container Divided Serving Tray with Lid and Handle Snack Tray Organizer 8 Compartment Portable Snack Platters Clear Travel Charcuterie Container for Nuts, Candy, Fruits, Snacks",Deritec,Divided Serving Tray,,New,Yes,No,No,,,,,,,,No
436,$5.00,"Geelin 30 Pcs Clear Photo Storage Boxes for 4"" x 6"" Pictures Transparent Photo Case Plastic Photo Organizers and Storage Photo Storage Containers Photo Keeper for Photo Picture Card, 6.7 x 4.7 x 1.2'",Geelin,HOD-Geelin-0833,,New,Yes,No,No,,,,,,,,No
437,$0.00,"Clear Acrylic Display Case, UV Protected, Front-Open Door with Magnetic Buckle, Assemble Display Box, Dustproof Protection Showcase for Figures, Collections (12x12x12 inch, 30x30x30 cm)",,CT3030-30,,New,Yes,No,No,,,,,,,,No
438,$0.00,"DEERFAMY Ski and Snowboard Harness Trainer for Kids, Training Leash Teach Your Child the Fundamentals of Skiing, Blue/Pink",,,,New,Yes,No,No,,,,,,,,No
439,$5.00,"Disposable Face Mask,50 Pack Face Mask 3 Ply Filter Protection, Disposable Face Mask, 50 Disposable Protective Mask",,,,New,Yes,No,No,,,,,,,,No
440,$5.00,"Pyle PLSLD5.5 Floating Pool Lights - Solar Lights for Pool with 3 Colours Changing, Charges in Sunlight and Auto Lights Up at Night, Off White",,PLSLD5.5,842893161655,New,Yes,No,No,,,,,,,,No
441,$0.00,"Trump 2024 Flag 3x5 FT Outdoor Made in USA Double Sided 3 Ply, Large Donald Trump Flags 2024 Take America Back Flag, Heavy Duty Trump Garden Banner UV Protection Fade Resistant",,,,New,Yes,No,No,,,,,,,,No
442,$5.00,"Klein Tools D275-5 Pliers, Diagonal Cutting Pliers with Precision Flush Cutter is Light and Ultra-Slim for Work in Confined Areas, 5-Inch",Klein Tools,Klein Tools - D2755,092644720802,New,Yes,No,No,,,,,,,,No
443,$5.00,"YueTong 68"" All Metal Garden Tool Organizer,Adjustable Garage Wall Organizers and Storage,Heavy Duty Wall Mount Holder with Hooks for Broom,Rake,Mop,Shovel(4 Pack)",YueTong,,,New,Yes,No,No,,,,,,,,No
444,$0.00,"Night Light Touch Control - 7 Colors Auto Gradient Night Light, LED Night Lamp for Home Outdoor Decoration or Christmas Day Holiday Children's Gift",SHANJIANKE,3D Night Lamp,,New,Yes,No,No,,,,,,,,No
445,$5.00,"Aieve Ice Cube Tray for Stanley Cup, Ice Mold for Tumbler, 3 Sizes Silicone Ice Cube Mold with Lid Compatible with 20oz 30oz 40Oz Stanley Cups (Blue)",AIEVE,PT240228328,,New,Yes,No,No,,,,,,,,No
446,$5.00,"Snackle Box Container Divided Serving Tray with Lid and Handle Snack Tray Organizer 8 Compartment Portable Snack Platters Clear Travel Charcuterie Container for Nuts, Candy, Fruits, Snacks",Deritec,Divided Serving Tray,,New,Yes,No,No,,,,,,,,No
447,$0.00,1000PCS Hidden Fasteners Deck Fastener Clip Universal Nylon Clips Decking Fasteners Preloaded T Clips for Installing Composite Deck Boards,,,,New,Yes,No,No,,,,,,,,No
448,$0.00,Purolator TL24457 PurolatorTECH Spin On Oil Filter,Purolator,TL24457,076333117258,New,Yes,No,No,,,,,,,,No
449,$0.00,"Bike Phone Holder 1 Set Handlebar Mount Bike Phone Mount with Damper, Wrench & 3 Fittings Multi-Purpose Replacement Bike Accessories for Scooter, Motorcycle, Bike Phone Holder",Yaoliucp,,,New,Yes,No,No,,,,,,,,No
450,$0.00,"Black Curtain Rods for Windows: 1 Inch Diameter Heavy Duty Adjustable Curtain Rod 66"" to 120"", Decorative Window Curtain Rods with Modern Acrylic End Cap Finials,Window Drapery Rod for Bedroom",UNCONSIL,,,New,Yes,No,No,,,,,,,,No
451,$5.00,"Snackle Box Container Divided Serving Tray with Lid and Handle Snack Tray Organizer 8 Compartment Portable Snack Platters Clear Travel Charcuterie Container for Nuts, Candy, Fruits, Snacks",Deritec,Divided Serving Tray,,New,Yes,No,No,,,,,,,,No
452,$0.00,"TOY Life Beach Toys for Kids Ages 4-8 Collapsible Sand Toys Toddlers with Silicone Bucket Shovels & Sand Castle Building Kit Molds, Sandbox Toy Travel, Beach Party, Fishing, Summer Activities",,ZS504113,,New,Yes,No,No,,,,,,,,No
453,$0.00,"Aieve Ice Cube Tray for Stanley Cup, Ice Mold for Tumbler, 3 Sizes Silicone Ice Cube Mold with Lid Compatible with 20oz 30oz 40Oz Stanley Cups (Blue)",AIEVE,PT240228328,,New,Yes,No,No,,,,,,,,No
454,$0.00,"Snackle Box Container Divided Serving Tray with Lid and Handle Snack Tray Organizer 8 Compartment Portable Snack Platters Clear Travel Charcuterie Container for Nuts, Candy, Fruits, Snacks",Deritec,Divided Serving Tray,,New,Yes,No,No,,,,,,,,No
455,$0.00,Queen Street Phoebe Pillow Sham,QUEEN STREET,,193842112533,New,Yes,No,No,,,,,,,,No
456,$0.00,"Soke Case for Samsung Galaxy Tab A9 2023, with Built-in Screen Protector and Kickstand, Rugged Full Body Protective Cover for Galaxy Tab A9 8.7 Inch Tablet SM-X110/X115/X117,Purple",,,,New,Yes,No,No,,,,,,,,No
457,$0.00,Kisangel 1 Foam Cricket Bat Set Cricket Plaything with Tennis Balls Padded for Parent-Child Interaction Plaything,,M18T44Z21J2WV46,,New,Yes,No,No,,,,,,,,No
458,$0.00,"Bike Phone Holder 1 Set Handlebar Mount Bike Phone Mount with Damper, Wrench & 3 Fittings Multi-Purpose Replacement Bike Accessories for Scooter, Motorcycle, Bike Phone Holder",Yaoliucp,,,New,Yes,No,No,,,,,,,,No
459,$0.00,"Snackle Box Container Divided Serving Tray with Lid and Handle Snack Tray Organizer 8 Compartment Portable Snack Platters Clear Travel Charcuterie Container for Nuts, Candy, Fruits, Snacks",Deritec,Divided Serving Tray,,New,Yes,No,No,,,,,,,,No
460,$6.00,"Scott Professional 100% Recycled Fiber Standard Roll Bulk Toilet Paper (13217), 2-Ply, Elevated Design, White, Individually Wrapped (80 Rolls of 473 Sheets, 37,840 Sheet Total)",,13217,,New,Yes,No,No,,,,,,,,No
461,$5.00,"Ascher 4-Light 29.3"" Wall Sconces, Modern Vanity Light Fixture with Clear Glass Shade, Brushed Nickel Wall Light for Mirror Bedroom Hallway, E26 Base (Bulbs Not Included)",Ascher,\u200eRJ-WR03,,New,Yes,No,No,,,,,,,,No
462,$6.00,"Arm & Hammer Clump & Seal Platinum Multi-Cat Complete Odor Sealing Clumping Cat Litter, 14 Days of Odor Control 37lb",ARM & HAMMER,,033200002727,New,Yes,No,No,,,,,,,,No
463,$0.00,"Autoround 513263 Front Wheel Hub and Bearing Assembly (ABS Encoder) Fit for Chrysler 200 2011-2014, Sebring/Cirrus 2007-2010, Dodge Avenger 2008-2014 5 Lug",Autoround,,,Used,Unable to Test,No,No,,,,,,,,No
464,$0.00,"Pillow Perfect Indoor Throw Pillow, 18"" x 18"", Holly Jolly Christmas",Pillow Perfect,Christmas Indoor,,New,Yes,No,No,,,,,,,,No
465,$0.00,Honeywell Germ Free Cool Mist Humidifier,Honeywell,HC350B,092926203504,New,Yes,No,No,,,,,,,,No
466,$0.00,Firewood Splitter - Kindling Splitter Wood Splitter Wood Splitting Wedge Manual Log Splitter Wedge,Kindling Cracker,Kindling Cracker,,New,Yes,No,No,,,,,,,,No
467,$0.00,Meday Toilet Safety Rails - Adjustable Toilet Safety Frame with Foot Rest - Heavy-Duty Stand Alone Toilet Handles for Elderly & Disabled - 450 lbs Handicap Medical Toilet Rails Fits Most Toilets,,,,New,Yes,No,No,,,,,,,,No
468,$0.00,"2 Pack Mop Head for O-Cedar Hardwood Floor 'N More Microfiber 3-Action Flip Mop Refill, Microfiber Flip Mop Pad Refills Compatible with Ocedar Dual-Action Flip Mop",,,,New(other),Yes,No,No,,,,,,,,No
469,$5.00,"Talalay 100% Natural Premium Latex Pillow,Bed Pillow for Sleeping with Removable Cotton Cover, Helps Relieve Pressure, Breathable, Pressure Relief, Durable (Queen)",DOHPAOOK,Latex Pillow,,New(other),Yes,No,No,,,,,,,,No
470,$0.00,"Folding Storage Bins with Wood Lid Multifunctional Plastic Camping Storage Box, Closet Organizers and Storage Container Ideal for Camping, Car Storage, and Home Sorting with Waterproof Bag (White)",PQSQRJU,,,New,Yes,No,No,,,,,,,,No
471,$0.00,"Large Heated Bird Bath for Winter Outdoors, 6.3L Hanging Heated Bird Bath with Large Capacity, 75W Thermostatically Controlled Birdbath, Bird Feeder for Outside Garden Yard Patio",,,,New,Yes,No,No,,,,,,,,No
472,$0.00,"Goplus 5ft Pre-Lit Christmas Tree, Artificial Hinged Xmas Tree with 200 Warm-White LED Lights, 8 Lighting Modes, 450 Branch Tips, Red Berries & Pinecones, for Holiday Party Office Home Decor",Goplus,LTLED-D30V3.6W0.12A,,New,Yes,No,No,,,,,,,,No
473,$0.00,"Aothia Leather Desk Pad Protector, Mouse Pad, Office Desk Mat, Non-Slip PU Leather Desk Blotter, Laptop Desk Pad, Waterproof Desk Writing Pad for Office and Home (31.5"" x 15.7"", Light Grey)",,PEG_USK-03JUNE23-B08WWTG2JS,,New(other),Yes,No,No,,,,,,,,No
